Nation,Position,Competition,Age,Born,Matches Played,Starts,Minutes Played,90s Played,Goals,Assists,Non-Penalty Goals,Penalty Goals,Penalty Attempts,Yellow Cards,Red Cards,Shots,Shots on Target,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Shot Distance,Goals90,Assists90,G+A90,G-PK90,G+A-PK90,xG,npxG,xA,npxG+xA,xG90,xA90,xG+xA90,npxG90,npxG+xA90
Brazil,Midfielder,Premier League,30,1991,28,25,2183,24.3,0,2,0,0,0,7,1,7,3,42.9,0.29,0.12,0,0,24.1,0,0.08,0.08,0,0.08,0.2,0.2,0.9,1.1,0.01,0.04,0.04,0.01,0.04
Gabon,Forward,Ligue 1,26,1995,30,13,1488,16.5,1,2,1,0,0,1,0,42,15,35.7,2.54,0.91,0.02,0.07,18.7,0.06,0.12,0.18,0.06,0.18,3.4,3.4,1.7,5.1,0.2,0.1,0.31,0.2,0.31
United Kingdom,Midfielder/Forward,Premier League,25,1996,10,8,657,7.3,1,0,0,1,1,1,0,3,0,0,0.8,0,0,,19.3,0.14,0,0.14,0,0,1.5,0.7,0.8,1.5,0.2,0.11,0.31,0.1,0.21
United Kingdom,Midfielder,Premier League,25,1996,11,1,338,3.8,0,0,0,0,0,3,0,4,2,50,0.55,0.27,0,0,18.2,0,0,0,0,0,0.1,0.1,0.3,0.4,0.02,0.09,0.11,0.02,0.11
Paraguay,Midfielder/Forward,Premier League,27,1994,30,19,1716,19.1,1,0,1,0,0,2,0,32,7,21.9,1.68,0.37,0.03,0.14,18.7,0.05,0,0.05,0.05,0.05,2.1,2.1,0.7,2.7,0.11,0.03,0.14,0.11,0.14
Spain,Defender,Premier League,30,1990,28,25,2167,24.1,4,4,4,0,0,8,0,43,10,23.3,1.79,0.42,0.09,0.4,18.9,0.17,0.17,0.33,0.17,0.33,3.3,3.3,4.6,7.9,0.14,0.19,0.33,0.14,0.33
Italy,Defender,Serie A,22,1998,19,17,1466,16.3,1,0,1,0,0,5,0,18,6,33.3,1.11,0.37,0.06,0.17,12.3,0.06,0,0.06,0.06,0.06,1.3,1.3,0.5,1.8,0.08,0.03,0.11,0.08,0.11
Spain,Forward,La Liga,18,2003,1,0,11,0.1,0,0,0,0,0,0,0,1,0,0,8.18,0,0,,8,0,0,0,0,0,0.2,0.2,0,0.2,1.91,0,1.91,1.91,1.91
Spain,Defender,La Liga,26,1995,22,21,1860,20.7,0,0,0,0,0,6,0,8,0,0,0.39,0,0,,11.9,0,0,0,0,0,0.4,0.4,0.1,0.5,0.02,0,0.02,0.02,0.02
Brazil,Defender,La Liga,38,1983,14,13,1098,12.2,1,3,1,0,0,2,1,5,2,40,0.41,0.16,0.2,0.5,30.2,0.08,0.25,0.33,0.08,0.33,0.2,0.2,1.9,2.1,0.01,0.16,0.17,0.01,0.17
Columbia,Midfielder,Premier League,22,1998,9,5,404,4.5,0,0,0,0,0,0,0,1,1,100,0.22,0.22,0,0,18.4,0,0,0,0,0,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06
France,Defender/Midfielder,Ligue 1,28,1993,10,10,812,9,1,0,1,0,0,4,0,3,2,66.7,0.33,0.22,0.33,0.5,8.3,0.11,0,0.11,0.11,0.11,0.3,0.3,0,0.4,0.04,0.01,0.04,0.04,0.04
Ghana,Defender,La Liga,19,2001,3,1,79,0.9,0,1,0,0,0,0,0,1,0,0,1.14,0,0,,23.7,0,1.14,1.14,0,1.14,0,0,0,0.1,0.04,0.05,0.08,0.04,0.08
Ghana,Defender,Premier League,26,1994,28,23,2123,23.6,0,0,0,0,0,4,0,2,1,50,0.08,0.04,0,0,32.1,0,0,0,0,0,0,0,0.2,0.2,0,0.01,0.01,0,0.01
Senegal,Midfielder/Forward,La Liga,25,1996,19,9,884,9.8,0,1,0,0,0,5,0,11,4,36.4,1.12,0.41,0,0,17,0,0.1,0.1,0,0.1,1.3,1.3,0.4,1.7,0.13,0.04,0.17,0.13,0.17
France,Defender,Ligue 1,27,1994,8,4,413,4.6,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.02,0,0.02
France,Defender,Ligue 1,27,1994,2,2,128,1.4,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0.1,0.1,0,0.07,0.07,0,0.07
Italy,Defender,Serie A,15,2005,1,1,71,0.8,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Defender,Serie A,23,1998,32,31,2646,29.4,1,1,1,0,0,9,2,26,7,26.9,0.88,0.24,0.04,0.14,14.2,0.03,0.03,0.07,0.03,0.07,2.4,2.4,1.2,3.6,0.08,0.04,0.12,0.08,0.12
Germany,Midfielder/Forward,Bundesliga,24,1996,13,3,369,4.1,1,0,1,0,0,0,0,16,6,37.5,2.11,0.79,0,0,22.3,0.24,0,0.24,0.24,0.24,0.5,0.5,0.2,0.6,0.11,0.05,0.16,0.11,0.16
Germany,Midfielder/Forward,Serie A,24,1996,13,9,683,7.6,0,1,0,0,0,0,0,8,2,25,1.95,0.49,0.13,0.5,20.1,0,0.13,0.13,0,0.13,1.1,1.1,1.6,2.7,0.14,0.21,0.35,0.14,0.35
United Kingdom,Defender/Midfielder,Serie A,20,2000,29,26,2282,25.4,0,3,0,0,0,13,2,7,1,14.3,0.28,0.04,0,0,18.5,0,0.12,0.12,0,0.12,0.3,0.3,1.4,1.7,0.01,0.06,0.07,0.01,0.07
Morocco,Midfielder,Serie A,24,1996,23,8,944,10.5,1,0,1,0,0,6,0,4,3,75,0.38,0.29,0.25,0.33,24.4,0.1,0,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04
